Title,Address,Phone,Category,Link
두레식당,서울특별시 영등포구 선유로51길 19-1,02-2678-7006,한식,https://ydp.redtable.global/store/846252
등마루족발연구소,서울특별시 영등포구 선유로49길 32-1,02-2678-4060,한식,https://ydp.redtable.global/store/28766
땅끝돼지불백(본점),서울특별시 영등포구 영등포로 184-3,02-2672-9607,한식,https://ydp.redtable.global/store/28900
땡기면,서울특별시 영등포구 63로 40,0507-1387-8817,기타,https://ydp.redtable.global/store/29026
라무진(선유도역점),서울특별시 영등포구 선유로49길 25,0507-1446-7703,중식,https://ydp.redtable.global/store/37106
램가든양꼬치,서울 영등포구 신길로39길 12 1층,0507-1319-8789,중식,https://ydp.redtable.global/store/1636382
리도멘,서울특별시 영등포구 국회대로70길 18,0504-0825-9359,한식,https://ydp.redtable.global/store/844095
마이랜드,서울특별시 영등포구 당산로27길 22-1,0507-1365-1709,기타,https://ydp.redtable.global/store/982614
맛.,서울 영등포구 도림로135길 10 1층,010-8949-6338,한식,https://ydp.redtable.global/store/1634966
매머드익스프레스(여의도라이프점),서울특별시 영등포구 63로 40,0507-1321-3847,카페,https://ydp.redtable.global/store/29123
명가생선구이,서울특별시 영등포구 당산로27길 9-1,02-2633-7651,한식,https://ydp.redtable.global/store/28736
명동면옥,서울특별시 영등포구 당산로28길 4,02-2678-2220,한식,https://ydp.redtable.global/store/38437
모던식탁,서울특별시 영등포구 은행로 54,010-5051-9190,한식,https://ydp.redtable.global/store/39979
목동족발,서울특별시 영등포구 선유로 269,0507-1380-0076,한식,https://ydp.redtable.global/store/1045889
묘운,서울특별시 영등포구 도림로 436-11,0507-1334-5624,한식,https://ydp.redtable.global/store/1066069
무념,서울특별시 영등포구 도림로139길 21,0507-1311-8767,기타,https://ydp.redtable.global/store/1068828
무정형,서울특별시 영등포구 도림로139길 6,070-4203-4430,기타,https://ydp.redtable.global/store/38320
문래밤아,서울특별시 영등포구 도림로141가길 24-3,0507-1382-4430,기타,https://ydp.redtable.global/store/999679
문래푸줏간,서울특별시 영등포구 도림로 441,02-6085-6692,한식,https://ydp.redtable.global/store/39871
뭉텅(선유도점),서울특별시 영등포구 양평로 100,0507-1360-7673,한식,https://ydp.redtable.global/store/37342
미나리밭오리사냥(문래점),서울 영등포구 도림로133길 14 미나리밭 오리사냥 문래점,0507-1409-4758,한식,https://ydp.redtable.global/store/989697
미락원,서울특별시 영등포구 선유로 269,02-2677-8767,한식,https://ydp.redtable.global/store/36261
미스테리 쉐프 린,서울특별시 영등포구 여의대방로67길 22,02-786-5799,양식,https://ydp.redtable.global/store/1068618
바빈스커피(선유도역점),서울특별시 영등포구 선유로49길 36,0507-1368-9839,기타,https://ydp.redtable.global/store/36465
박사양꼬치,서울특별시 영등포구 디지털로 392,010-2889-7478,중식,https://ydp.redtable.global/store/38186
밥술술,서울특별시 영등포구 선유로47길 34,0507-1399-2583,한식,https://ydp.redtable.global/store/38885
백리향,서울특별시 영등포구 63로 50,02-789-5741,중식,https://ydp.redtable.global/store/10758
백암왕순대,서울특별시 영등포구 여의공원로 101,02-780-2333,한식,https://ydp.redtable.global/store/29408
별난추어탕,서울특별시 영등포구 선유로49길 29,02-2675-5837,한식,https://ydp.redtable.global/store/36554
복먹고복받고,서울특별시 영등포구 양산로19길 8,0507-1401-2227,한식,https://ydp.redtable.global/store/12885
본도시락(당산점),서울특별시 영등포구 영중로 145,02-2633-8001,한식,https://ydp.redtable.global/store/28840
본도시락(서여의도점),서울특별시 영등포구 국회대로 800,02-786-4282,기타,https://ydp.redtable.global/store/29019
본도시락(영등포역점),서울특별시 영등포구 영등포로 226,02-2068-4282,기타,https://ydp.redtable.global/store/29461
본터대구탕,서울특별시 영등포구 국회대로68길 23,02-761-1606,한식,https://ydp.redtable.global/store/36513
브리즈밀(선유도역점),서울특별시 영등포구 양평로22길 18,0507-1391-1227,기타,https://ydp.redtable.global/store/1131119
블랙모티브(선유도역점),서울특별시 영등포구 양평로19길 10,0507-1369-0405,카페,https://ydp.redtable.global/store/39933
비어포스트 바,서울특별시 영등포구 도림로131길 15,02-2068-6277,기타,https://ydp.redtable.global/store/40111
빵에빠지다,서울특별시 영등포구 도림로54길 5,02-843-0092,베이커리,https://ydp.redtable.global/store/28592
뽕차이나,서울특별시 영등포구 선유로49길 29-1,02-2647-3606,중식,https://ydp.redtable.global/store/12278
살롱드비건,서울특별시 영등포구 양평로22길 31,02-2634-8880,기타,https://ydp.redtable.global/store/1054393
삼우치킨센타,서울특별시 영등포구 시흥대로 671,02-844-9292,한식,https://ydp.redtable.global/store/28599
삼포가는길,서울특별시 영등포구 당산로 139,02-2633-9279,한식,https://ydp.redtable.global/store/28735
샐러디(선유도역점),서울특별시 영등포구 양평로21길 3,02-2632-6297,기타,https://ydp.redtable.global/store/36043
샘화이트,서울특별시 영등포구 도림로 435,0507-1432-0530,기타,https://ydp.redtable.global/store/40107
샤리스시,"서울특별시 영등포구 여의대방로29길 9 010-8634-3840 ,",02-831-3840,일식,https://ydp.redtable.global/store/40027
서울미트볼(선유도역점),서울특별시 영등포구 양평로20길 4-1,0507-1353-0836,양식,https://ydp.redtable.global/store/1029489
서울안심정육(서여의도점),서울특별시 영등포구 국회대로74길 10,0507-1445-1520,한식,https://ydp.redtable.global/store/1116668
선미,서울특별시 영등포구 당산로30길 9,0507-1377-8305,한식,https://ydp.redtable.global/store/36418
선유기지,서울특별시 영등포구 선유로51길 1,0507-1480-0397,카페,https://ydp.redtable.global/store/38138
선유나루,서울특별시 영등포구 양평로18길 3,0507-1339-3552,한식,https://ydp.redtable.global/store/39746
선유도국수집,서울특별시 영등포구 선유로49길 36,02-2636-8590,한식,https://ydp.redtable.global/store/37048
설쭈(영등포구청점),서울특별시 영등포구 양산로17길 22,02-2636-2015,한식,https://ydp.redtable.global/store/28670
소공동뚝배기집(여의도점),서울특별시 영등포구 국회대로68길 23,0507-1351-1962,한식,https://ydp.redtable.global/store/29557
소양화로(영등포문래점),서울특별시 영등포구 도림로128길 17-1,0507-1393-7244,한식,https://ydp.redtable.global/store/980149
송어의꿈,서울특별시 영등포구 경인로 801-1,010-8380-3034,양식,https://ydp.redtable.global/store/28923
수촌옥(영등포점),서울특별시 영등포구 당산로27길 13,02-6952-3449,한식,https://ydp.redtable.global/store/1146824
슈치쿠,서울특별시 영등포구 63로 50,02-789-5751,일식,https://ydp.redtable.global/store/10755
스시센시,서울특별시 영등포구 여의대방로67길 8,0507-1417-1207,일식,https://ydp.redtable.global/store/38954
스퀘어21,서울특별시 영등포구 양평로22길 21,02-2062-5445,양식,https://ydp.redtable.global/store/35923
스파게티스토리(선유도점),서울특별시 영등포구 양평로22길 14,070-8877-1515,양식,https://ydp.redtable.global/store/39416
스페셜티 스튜디오,서울특별시 영등포구 양평로12길 13,0507-1375-6326,기타,https://ydp.redtable.global/store/1123602
슬로우캘리(국회대로점),서울특별시 영등포구 국회대로74길 20,0507-1478-5029,기타,https://ydp.redtable.global/store/1066653
슬로우캘리(선유도역점),서울특별시 영등포구 양평로 126,0507-1386-7644,기타,https://ydp.redtable.global/store/846606
시골집,서울특별시 영등포구 선유로51길 8,02-2068-8040,한식,https://ydp.redtable.global/store/38016
시원재,서울특별시 영등포구 국회대로 750,02-782-1468,카페,https://ydp.redtable.global/store/29570
신길리,서울특별시 영등포구 도림로,428,한식,https://ydp.redtable.global/store/840197
신신매운갈비찜,서울특별시 영등포구 국회대로36길 8-1,02-2632-8813,한식,https://ydp.redtable.global/store/29234
심플리에스프레소바,서울특별시 영등포구 선유로 269,0507-0289-5323,기타,https://ydp.redtable.global/store/846627
쌈사랑쌈밥,서울특별시 영등포구 신길로39길 8-2,02-843-3372,한식,https://ydp.redtable.global/store/29167
써밋커피,서울특별시 영등포구 양평로17길 9,0507-2085-1176,한식,https://ydp.redtable.global/store/36859
아베크 파니니&커피,서울특별시 영등포구 63로 45,02-780-9207,카페,https://ydp.redtable.global/store/35476
아임샐러드,서울특별시 영등포구 국회대로70길 18,0507-1314-0885,한식,https://ydp.redtable.global/store/29657
아잇코 컴퍼니(IEATCO),서울특별시 영등포구 양평로22길 13,02-2679-4242,카페,https://ydp.redtable.global/store/38692
아줌마칼국수,서울특별시 영등포구 선유로51길 3,0507-1362-4957,한식,https://ydp.redtable.global/store/1634922
아파트먼트,서울특별시 영등포구 경인로77길 12,0507-1324-3884,카페,https://ydp.redtable.global/store/39941
양복점(선유도역점),서울특별시 영등포구 선유로49길 28,0507-1442-6801,한식,https://ydp.redtable.global/store/811155
양키스그릴,서울특별시 영등포구 도림로 434-9,0507-1390-2819,양식,https://ydp.redtable.global/store/28695
양평의양,서울특별시 영등포구 양평로 85,0507-1344-9461,한식,https://ydp.redtable.global/store/1067429
여의도 제이레스토랑 스시,서울특별시 영등포구 국회대로62길 15 광복회관 지하 1층,02-780-1263,일식,https://ydp.redtable.global/store/29375
여의도숯닭,서울특별시 영등포구 영중로 95-1,010-8100-3433,기타,https://ydp.redtable.global/store/28648
연길냉면,서울특별시 영등포구 대림로29길 42,0507-1339-6688,중식,https://ydp.redtable.global/store/798720
열빈중화요리,서울특별시 영등포구 양평로 126,0507-1368-0760,중식,https://ydp.redtable.global/store/36970
열정국밥,서울특별시 영등포구 당산로26길 3,0507-1306-8915,한식,https://ydp.redtable.global/store/1175558
오보타르트(선유도역 본점),서울 영등포구 양평로22길 11,0507-1350-9559,기타,https://ydp.redtable.global/store/1189290
오브네뜨,서울 영등포구 당산로 166 1층,0507-1495-0796,베이커리,https://ydp.redtable.global/store/1636381
오야꼬,서울특별시 영등포구 선유로51길 22-1,070-7576-2739,일식,https://ydp.redtable.global/store/1634921
왕징중화요리,서울특별시 영등포구 당산로32길 4,02-2675-1888,중식,https://ydp.redtable.global/store/35936
우주곰커피(영등포구청점),서울특별시 영등포구 양산로 127,0507-1856-7896,카페,https://ydp.redtable.global/store/845876
워킹온더클라우드,서울특별시 영등포구 63로 50,02-789-5904,양식,https://ydp.redtable.global/store/10757
원조감자탕일미집 선유도점(선유도점),서울 영등포구 양평로17길 1 1층,02-6404-1122,한식,https://ydp.redtable.global/store/36116
원조마늘곱창,서울특별시 영등포구 경인로79길 17-1,0507-1360-0275,한식,https://ydp.redtable.global/store/1074707
원조북어국,서울특별시 영등포구 양평로 117-1,02-2676-2849,한식,https://ydp.redtable.global/store/36759
원효숯불갈비,서울특별시 영등포구 영중로 99,02-2675-6461,한식,https://ydp.redtable.global/store/28842
월화갈비(문래본점),서울특별시 영등포구 경인로79길 17,0507-1480-7335,한식,https://ydp.redtable.global/store/1033244
월화고기(문래점),서울특별시 영등포구 당산로 34,0507-1407-7592,한식,https://ydp.redtable.global/store/37594
유어홈커피,서울 영등포구 경인로79길 14 1층 유어홈커피,0507-1373-0302,기타,https://ydp.redtable.global/store/28921
육영토종한우(본점),서울특별시 영등포구 당산로 160,02-3667-6011,한식,https://ydp.redtable.global/store/818501
윤가네칼국수,서울특별시 영등포구 선유로49길 15-2,02-2636-8889,한식,https://ydp.redtable.global/store/36346
윤심이네,서울특별시 영등포구 도림로139가길 18-1,02-2636-0991,한식,https://ydp.redtable.global/store/28886
은진포차,서울특별시 영등포구 도림로133길 20,0507-1477-7079,기타,https://ydp.redtable.global/store/36179
이도맨숀,서울특별시 영등포구 국회대로 794,010-8233-6634,한식,https://ydp.redtable.global/store/38909
이디야커피(선유도역점),서울특별시 영등포구 양평로 126,02-2632-1544,카페,https://ydp.redtable.global/store/36826
이삭토스트(선유도역점),서울특별시 영등포구 양평로22길 8,02-2637-8989,한식,https://ydp.redtable.global/store/38931
이선생 미국가주우육면(신길점),서울특별시 영등포구 도신로 191,02-3789-7772,기타,https://ydp.redtable.global/store/105890
일출옥(영등포시장역본점),서울특별시 영등포구 국회대로50길 20,0507-1384-9625,한식,https://ydp.redtable.global/store/491602
입큰오리(대림본점),서울특별시 영등포구 도림로 128,02-832-8898,중식,https://ydp.redtable.global/store/28434
전주콩나물국밥,서울특별시 영등포구 경인로 775,02-3439-2088,한식,https://ydp.redtable.global/store/28750
제레미버거,서울특별시 영등포구 양평로17길 14,0507-1430-2678,양식,https://ydp.redtable.global/store/38645
제일어버이순대,서울특별시 영등포구 여의대방로 379,0507-1414-1712,한식,https://ydp.redtable.global/store/28432
족발의장인 족장(여의도본점),서울특별시 영등포구 국제금융로 86,0507-1384-5309,한식,https://ydp.redtable.global/store/39463
차이나프로,서울특별시 영등포구 국회대로74길 20,0507-1405-0150,중식,https://ydp.redtable.global/store/29214
참나라숯불바베큐치킨통닭[포장전문],서울특별시 영등포구 당산로 111,0507-1446-9292,한식,https://ydp.redtable.global/store/28947
처갓집양념치킨(영등포점),서울특별시 영등포구 국회대로54길 10,0507-1381-7377,한식,https://ydp.redtable.global/store/28891
천상한우 여의도,서울특별시 영등포구 국회대로70길 12,0507-1377-1392,한식,https://ydp.redtable.global/store/994017
천지명,서울특별시 영등포구 은행로 3,02-780-8001,한식,https://ydp.redtable.global/store/38310
철이네,서울특별시 영등포구 양평로22길 16,0507-1448-2074,한식,https://ydp.redtable.global/store/37589
청기와타운(영등포본점),서울특별시 영등포구 영중로10길 32-4,0507-1316-1474,한식,https://ydp.redtable.global/store/38512
청춘감성쌀핫도그(신길대영점),서울특별시 영등포구 도림로 278-6,02-845-1259,기타,https://ydp.redtable.global/store/29181
치아바타집,서울특별시 영등포구 당산로27길 5,0507-1360-5169,일식,https://ydp.redtable.global/store/28310
치킨마루(대방역점),서울특별시 영등포구 여의대방로62길 4,02-955-0101,한식,https://ydp.redtable.global/store/39929
카레모토,서울특별시 영등포구 양평로22바길 3,0507-1346-2739,일식,https://ydp.redtable.global/store/1050155
카페 보드가야,서울특별시 영등포구 당산로30길 7,0507-1496-9933,기타,https://ydp.redtable.global/store/973877
카페 이파네마,서울특별시 영등포구 양평로22라길 1,0507-1430-9699,카페,https://ydp.redtable.global/store/35884
카페 쿠수키,서울특별시 영등포구 양산로 136-1,0507-1379-0542,카페,https://ydp.redtable.global/store/845937
카페1953위드오드리,서울특별시 영등포구 경인로77가길 12,0507-1324-0504,카페,https://ydp.redtable.global/store/28885
카페4741,서울특별시 영등포구 당산로27길 23,0507-1303-4741,카페,https://ydp.redtable.global/store/38671
카페블랙,서울특별시 영등포구 선유동1로 12,02-2633-5115,카페,https://ydp.redtable.global/store/29263
카페오가닉(문래로데오점),서울특별시 영등포구 당산로 34,0507-1369-4330,카페,https://ydp.redtable.global/store/29178
커피101스트릿,서울특별시 영등포구 당산로49길 11,010-6623-7673,카페,https://ydp.redtable.global/store/37373
커피101스트릿(양평점),서울특별시 영등포구 양평로18길 6,02-2679-5101,카페,https://ydp.redtable.global/store/39952
커피메이플,"서울특별시 영등포구 신풍로 19 010-7621-0914 ,",02-833-0206,기타,https://ydp.redtable.global/store/37401
커피볶는피루니,서울특별시 영등포구 양평로20길 1,010-3159-9277,카페,https://ydp.redtable.global/store/832346
커피시네마,서울특별시 영등포구 선유로49길,32,카페,https://ydp.redtable.global/store/145502
컴포즈커피(신길점),서울특별시 영등포구 신풍로 93,0507-1372-9159,카페,https://ydp.redtable.global/store/845350
콩팥전문,서울특별시 영등포구 63로 45,02-769-1666,한식,https://ydp.redtable.global/store/29274
크랩회피쉬(신도림점),서울특별시 영등포구 도신로 42,02-839-4888,한식,https://ydp.redtable.global/store/37575
큰맘할매순대국(여의도역점),서울특별시 영등포구 의사당대로 108,02-780-4536,한식,https://ydp.redtable.global/store/36026
킹크랩대게한상(영등포점),서울특별시 영등포구 영신로38길 23,0507-1402-6626,한식,https://ydp.redtable.global/store/36599
터치더스카이,서울특별시 영등포구 63로 50,02-789-5761,기타,https://ydp.redtable.global/store/10756
토평한우소곱창,서울특별시 영등포구 영중로4길 21-1,02-2671-9285,기타,https://ydp.redtable.global/store/29443
통영굴찜,서울특별시 영등포구 여의나루로,117,한식,https://ydp.redtable.global/store/39417
펍블랑,서울특별시 영등포구 양산로23길 6,0507-1416-1753,기타,https://ydp.redtable.global/store/39939
페리카나(여의도점),서울특별시 영등포구 63로 45,050-7526-2176,한식,https://ydp.redtable.global/store/29158
포도술,서울특별시 영등포구 도림로 440-18,0507-1327-0397,기타,https://ydp.redtable.global/store/28716
피크니크(선유도한옥점),서울특별시 영등포구 양평로22길 2-1,0507-1314-5784,베이커리,https://ydp.redtable.global/store/38726
핀초,서울특별시 영등포구 도림로 436,0507-1496-5623,기타,https://ydp.redtable.global/store/847100
하오나공방,서울특별시 영등포구 선유로55길 20-1,0507-1344-6454,카페,https://ydp.redtable.global/store/38453
한성참숯양꼬치,서울특별시 영등포구 신풍로 48,02-831-7517,한식,https://ydp.redtable.global/store/28749
한윤주가,서울특별시 영등포구 영중로 93-1,0502-0135-4567,한식,https://ydp.redtable.global/store/149070
헤비스테이크(여의도점),서울특별시 영등포구 국회대로72길 11,02-3775-3309,양식,https://ydp.redtable.global/store/39758
홈앤브레드,서울특별시 영등포구 선유로51길 4-5,02-2633-8487,베이커리,https://ydp.redtable.global/store/36904
홍두깨본칼국수,서울특별시 영등포구 양평로 90,0507-1360-2083,한식,https://ydp.redtable.global/store/821722
황돼지 순대국,서울특별시 영등포구 국회대로36길 7,0507-1405-8937,한식,https://ydp.redtable.global/store/36450
흰지(Heenji),서울특별시 영등포구 양평로22바길 2,0507-1391-2386,한식,https://ydp.redtable.global/store/1039340
